,i,name,SMILES
1989,1989,CH2OH(34) + C2H(4) <=> CH2O(9) + C2H2(25),[CH2]O+[C]#C_C=O+C#C
1990,1990,CH2OH(34) + C2H5(33) <=> CH2O(9) + C2H6(32),[CH2]O+C[CH2]_C=O+CC
1991,1991,H(14) + CH2O(9) <=> CH2OH(34),[H]+C=O_[CH2]O
1992,1992,O(5) + CH3(18) <=> CH2OH(34),[O]+[CH3]_[CH2]O
1993,1993,CH3O(31) <=> CH2OH(34),C[O]_[CH2]O
1994,1994,CH2OH(34) + [CH2]C[CH]C(748) <=> CH2O(9) + SC4H9(183),[CH2]O+[CH2]C[CH]C_C=O+C[CH]CC
1995,1995,CH2OH(34) + [CH2]C[CH]C(748) <=> CH2O(9) + PC4H9(182),[CH2]O+[CH2]C[CH]C_C=O+[CH2]CCC
1996,1996,CH2O(9) + CH2CO(24) <=> CH2OH(34) + HCCO(27),C=O+C=C=O_[CH2]O+C#C[O]
1997,1997,CH2OH(34) + [CH2]C=C[CH2](2534) <=> CH2O(9) + C4H71-3(190),[CH2]O+[CH2]C=C[CH2]_C=O+C=C[CH]C
1998,1998,CH2OH(34) + C4H8OOH1-3O2(225) <=> CH2O(9) + CC(CCOO)OO(787),[CH2]O+CC(CCOO)O[O]_C=O+CC(CCOO)OO
1999,1999,CH2OH(34) + C4H8OOH2-4O2(229) <=> CH2O(9) + CC(CCOO)OO(787),[CH2]O+CC(CCO[O])OO_C=O+CC(CCOO)OO
2000,2000,"CH2OH(34) + C4H72-2,4OOH(244) <=> CH2O(9) + CC(CCOO)OO(787)",[CH2]O+C[C](CCOO)OO_C=O+CC(CCOO)OO
2001,2001,"CH2OH(34) + C4H71-1,3OOH(238) <=> CH2O(9) + CC(CCOO)OO(787)",[CH2]O+CC(C[CH]OO)OO_C=O+CC(CCOO)OO
2002,2002,OCCC1CO1(5151) <=> CH2OH(34) + [CH2]C1CO1(5167),OCCC1CO1_[CH2]O+[CH2]C1CO1
2003,2003,OCCC1CO1(5151) <=> CH2OH(34) + C3H5O(129),OCCC1CO1_[CH2]O+C=CC[O]
2004,2004,CH2OH(34) + [CH2]C[O](703) <=> CH2O(9) + C2H5O(49),[CH2]O+[CH2]C[O]_C=O+CC[O]
2005,2005,CH2OH(34) + [CH2]C=C[CH2](2534) <=> CH2O(9) + C4H71-4(191),[CH2]O+[CH2]C=C[CH2]_C=O+[CH2]CC=C
2006,2006,CH2OH(34) + CH3COCH2O2(72) <=> CH2O(9) + C3KET21(73),[CH2]O+CC(=O)CO[O]_C=O+CC(=O)COO
2007,2007,CH2OH(34) + [CH2]C(=O)COO(911) <=> CH2O(9) + C3KET21(73),[CH2]O+[CH2]C(=O)COO_C=O+CC(=O)COO
2008,2008,OCHO(38) + CH2OH(34) <=> CH2O(9) + HOCHO(40),[O]C=O+[CH2]O_C=O+O=CO
2009,2009,CH3OH(30) <=> H(14) + CH2OH(34),CO_[H]+[CH2]O
2010,2010,CH2OH(34) + CH3CO(20) <=> CH3OH(30) + CH2CO(24),[CH2]O+C[C]=O_CO+C=C=O
2011,2011,CH2OH(34) + CH2CHO(21) <=> CH3OH(30) + CH2CO(24),[CH2]O+[CH2]C=O_CO+C=C=O
2012,2012,OCHO(38) + CH2OH(34) <=> CO2(7) + CH3OH(30),[O]C=O+[CH2]O_O=C=O+CO
2013,2013,CH2OH(34) + C2H5(33) <=> CH3OH(30) + C2H4(11),[CH2]O+C[CH2]_CO+C=C
2014,2014,CH2OH(34) + NC3H7(92) <=> CH3OH(30) + C3H6(12),[CH2]O+[CH2]CC_CO+C=CC
2015,2015,CH2OH(34) + IC3H7(93) <=> CH3OH(30) + C3H6(12),[CH2]O+C[CH]C_CO+C=CC
2016,2016,CH2OH(34) + SC4H9(183) <=> CH3OH(30) + C4H8-2(189),[CH2]O+C[CH]CC_CO+CC=CC
2017,2017,CH2OH(34) + CC(CCOO)OO(787) <=> CH3OH(30) + C4H8OOH2-4O2(229),[CH2]O+CC(CCOO)OO_CO+CC(CCO[O])OO
2018,2018,CH2OH(34) + PC4H9(182) <=> CH3OH(30) + C4H8-1(188),[CH2]O+[CH2]CCC_CO+C=CCC
2019,2019,CH2OH(34) + SC4H9(183) <=> CH3OH(30) + C4H8-1(188),[CH2]O+C[CH]CC_CO+C=CCC
2020,2020,CH2OH(34) + CC(CCOO)OO(787) <=> CH3OH(30) + C4H8OOH1-3O2(225),[CH2]O+CC(CCOO)OO_CO+CC(CCOO)O[O]
2021,2021,CH2OH(34) + CC(CC[O])OO(777) <=> CH3OH(30) + NC4KET13(252),[CH2]O+CC(CC[O])OO_CO+CC(CC=O)OO
2022,2022,CH2OH(34) + C3KET21(73) <=> CH3OH(30) + CH3COCH2O2(72),[CH2]O+CC(=O)COO_CO+CC(=O)CO[O]
2023,2023,CH2OH(34) + C3KET21(73) <=> CH3OH(30) + [CH2]C(=O)COO(911),[CH2]O+CC(=O)COO_CO+[CH2]C(=O)COO
2024,2024,CH2OH(34) + C2H5O(49) <=> CH3OH(30) + CH3CHO(35),[CH2]O+CC[O]_CO+CC=O
2025,2025,CH2OH(34) + C4H71-4(191) <=> CH3OH(30) + C4H6(194),[CH2]O+[CH2]CC=C_CO+C=CC=C
2026,2026,CH2OH(34) + C4H71-3(190) <=> CH3OH(30) + C4H6(194),[CH2]O+C=C[CH]C_CO+C=CC=C
2027,2027,CH2OH(34) + C3H5O(129) <=> CH3OH(30) + C2H3CHO(74),[CH2]O+C=CC[O]_CO+C=CC=O
2028,2028,CH2OH(34) + C2H3(22) <=> CH3OH(30) + C2H2(25),[CH2]O+[CH]=C_CO+C#C
2029,2029,CH2OH(34) + C3H6(12) <=> CH3OH(30) + C3H5-A(94),[CH2]O+C=CC_CO+[CH2]C=C
2030,2030,CH2OH(34) + [CH2]C[CH]C(748) <=> CH3OH(30) + C4H71-3(190),[CH2]O+[CH2]C[CH]C_CO+C=C[CH]C
2031,2031,CH2OH(34) + C4H8-1(188) <=> CH3OH(30) + C4H71-3(190),[CH2]O+C=CCC_CO+C=C[CH]C
2032,2032,CH2OH(34) + C4H8-2(189) <=> CH3OH(30) + C4H71-3(190),[CH2]O+CC=CC_CO+C=C[CH]C
2033,2033,OH(15) + C3H5-A(94) <=> CH2OH(34) + C2H3(22),[OH]+[CH2]C=C_[CH2]O+[CH]=C
2034,2034,CH2OH(34) + CH3CHO(35) <=> CH3OH(30) + CH3CO(20),[CH2]O+CC=O_CO+C[C]=O
2035,2035,CH2OH(34) + [CH2]C[O](703) <=> CH3OH(30) + CH2CHO(21),[CH2]O+[CH2]C[O]_CO+[CH2]C=O
2036,2036,CH2OH(34) + CH3CHO(35) <=> CH3OH(30) + CH2CHO(21),[CH2]O+CC=O_CO+[CH2]C=O
2037,2037,CH3OH(30) + SC4H9(183) <=> CH2OH(34) + butane(1),CO+C[CH]CC_[CH2]O+CCCC
2038,2038,CH3OH(30) + C4H8OOH2-4(223) <=> CH2OH(34) + SC4H9O2H(187),CO+[CH2]CC(C)OO_[CH2]O+CCC(C)OO
2039,2039,CH3OH(30) + PC4H9(182) <=> CH2OH(34) + butane(1),CO+[CH2]CCC_[CH2]O+CCCC
2040,2040,CH2OH(34) + [CH2]C[CH]C(748) <=> CH3OH(30) + C4H71-4(191),[CH2]O+[CH2]C[CH]C_CO+[CH2]CC=C
2041,2041,CH3OH(30) + C4H71-4(191) <=> CH2OH(34) + C4H8-1(188),CO+[CH2]CC=C_[CH2]O+C=CCC
2042,2042,CH2OH(34) + C2H5O2(47) <=> CH2O(9) + C2H5O2H(48),[CH2]O+CCO[O]_C=O+CCOO
2043,2043,CH2OH(34) + SC4H9O2(186) <=> CH2O(9) + SC4H9O2H(187),[CH2]O+CCC(C)O[O]_C=O+CCC(C)OO
2044,2044,CH2OH(34) + C4H8OOH2-4(223) <=> CH2O(9) + SC4H9O2H(187),[CH2]O+[CH2]CC(C)OO_C=O+CCC(C)OO
2045,2045,C[C]CO(9122) <=> CH2OH(34) + C2H3(22),C[C]CO_[CH2]O+[CH]=C
2046,2046,HOCHO(40) + C3H6(12) <=> CH2OH(34) + C3H5O(129),O=CO+C=CC_[CH2]O+C=CC[O]
2047,2047,CH3O(31) <=> OH(15) + CH2(23),C[O]_[OH]+[CH2]
2048,2048,CH2OH(34) <=> OH(15) + CH2(23),[CH2]O_[OH]+[CH2]
2049,2049,OH(15) + C3H6(12) <=> H(14) + C3H5OH(133),[OH]+C=CC_[H]+C=CCO
2050,2050,CH2O(9) + C2H4(11) <=> C3H5OH(133),C=O+C=C_C=CCO
2051,2051,C3H5O(129) + butane(1) <=> C3H5OH(133) + SC4H9(183),C=CC[O]+CCCC_C=CCO+C[CH]CC
2052,2052,C3H5O(129) + butane(1) <=> C3H5OH(133) + PC4H9(182),C=CC[O]+CCCC_C=CCO+[CH2]CCC
2053,2053,OH(15) + C3H5OH(133) <=> H2O(8) + C3H5O(129),[OH]+C=CCO_O+C=CC[O]
2054,2054,CH2O(9) + C3H5O(129) <=> HCO(19) + C3H5OH(133),C=O+C=CC[O]_[CH]=O+C=CCO
2055,2055,HO2(16) + C3H5OH(133) <=> H2O2(17) + C3H5O(129),[O]O+C=CCO_OO+C=CC[O]
2056,2056,CO2(7) + C3H6(12) <=> CO(6) + C3H5OH(133),O=C=O+C=CC_[C-]#[O+]+C=CCO
2057,2057,OH(15) + C3H5-A(94) <=> C3H5OH(133),[OH]+[CH2]C=C_C=CCO
2058,2058,C[C]CO(9122) <=> C3H5OH(133),C[C]CO_C=CCO
2059,2059,C3H5OH(133) <=> SC3H5OH(135),C=CCO_CC=CO
2060,2060,CH2O(9) + C2H4(11) <=> C[C]CO(9122),C=O+C=C_C[C]CO
2061,2061,CH2O(9) + C2H4(11) <=> SC3H5OH(135),C=O+C=C_CC=CO
2062,2062,CH2O(9) + C2H4(11) <=> OH(15) + C3H5-A(94),C=O+C=C_[OH]+[CH2]C=C
2063,2063,CH2O(9) + C2H4(11) <=> CH2OH(34) + C2H3(22),C=O+C=C_[CH2]O+[CH]=C
2064,2064,SC3H5OH(135) <=> H(14) + C3H5O(129),CC=CO_[H]+C=CC[O]
2065,2065,SC3H5OH(135) <=> CH2OH(34) + C2H3(22),CC=CO_[CH2]O+[CH]=C
2066,2066,CH4(10) + C3H5O(129) <=> CH3(18) + C3H5OH(133),C+C=CC[O]_[CH3]+C=CCO
2067,2067,CH3CO(20) + C3H5O(129) <=> CH2CO(24) + C3H5OH(133),C[C]=O+C=CC[O]_C=C=O+C=CCO
2068,2068,CH2CHO(21) + C3H5O(129) <=> CH2CO(24) + C3H5OH(133),[CH2]C=O+C=CC[O]_C=C=O+C=CCO
2069,2069,C2H3(22) + C3H5O(129) <=> C2H2(25) + C3H5OH(133),[CH]=C+C=CC[O]_C#C+C=CCO
2070,2070,HO2(16) + C3H5O(129) <=> O2(2) + C3H5OH(133),[O]O+C=CC[O]_[O][O]+C=CCO
2071,2071,HCO(19) + C3H5O(129) <=> CO(6) + C3H5OH(133),[CH]=O+C=CC[O]_[C-]#[O+]+C=CCO
2072,2072,OCHO(38) + C3H5O(129) <=> CO2(7) + C3H5OH(133),[O]C=O+C=CC[O]_O=C=O+C=CCO
2073,2073,CH2OH(34) + C3H5O(129) <=> CH2O(9) + C3H5OH(133),[CH2]O+C=CC[O]_C=O+C=CCO
2074,2074,CH3O(31) + C3H5O(129) <=> CH2O(9) + C3H5OH(133),C[O]+C=CC[O]_C=O+C=CCO
2075,2075,C2H5(33) + C3H5O(129) <=> C2H4(11) + C3H5OH(133),C[CH2]+C=CC[O]_C=C+C=CCO
2076,2076,C3H5O(129) + NC3H7(92) <=> C3H6(12) + C3H5OH(133),C=CC[O]+[CH2]CC_C=CC+C=CCO
2077,2077,C3H5O(129) + IC3H7(93) <=> C3H6(12) + C3H5OH(133),C=CC[O]+C[CH]C_C=CC+C=CCO
2078,2078,C2H5(33) + C3H5OH(133) <=> C2H6(32) + C3H5O(129),C[CH2]+C=CCO_CC+C=CC[O]
2079,2079,CH3O2H(46) + C3H5O(129) <=> CH3O2(45) + C3H5OH(133),COO+C=CC[O]_CO[O]+C=CCO
2080,2080,C3H5O(129) + SC4H9(183) <=> C3H5OH(133) + C4H8-2(189),C=CC[O]+C[CH]CC_C=CCO+CC=CC
2081,2081,C3H5O(129) + PC4H9(182) <=> C3H5OH(133) + C4H8-1(188),C=CC[O]+[CH2]CCC_C=CCO+C=CCC
2082,2082,C3H5O(129) + SC4H9(183) <=> C3H5OH(133) + C4H8-1(188),C=CC[O]+C[CH]CC_C=CCO+C=CCC
2083,2083,C2H5O(49) + C3H5O(129) <=> CH3CHO(35) + C3H5OH(133),CC[O]+C=CC[O]_CC=O+C=CCO
2084,2084,C3H5O(129) + C3H6(12) <=> C3H5-A(94) + C3H5OH(133),C=CC[O]+C=CC_[CH2]C=C+C=CCO
2085,2085,C3H5O(129) + [CH2]C[CH]C(748) <=> C3H5OH(133) + C4H71-3(190),C=CC[O]+[CH2]C[CH]C_C=CCO+C=C[CH]C
2086,2086,C3H5O(129) + C4H8-1(188) <=> C3H5OH(133) + C4H71-3(190),C=CC[O]+C=CCC_C=CCO+C=C[CH]C
2087,2087,C3H5O(129) + C4H8-2(189) <=> C3H5OH(133) + C4H71-3(190),C=CC[O]+CC=CC_C=CCO+C=C[CH]C
2088,2088,C3H5O(129) + C4H71-4(191) <=> C3H5OH(133) + C4H6(194),C=CC[O]+[CH2]CC=C_C=CCO+C=CC=C
2089,2089,C3H5O(129) + C4H71-3(190) <=> C3H5OH(133) + C4H6(194),C=CC[O]+C=C[CH]C_C=CCO+C=CC=C
2090,2090,C3H5O(129) + C3H5O(129) <=> C2H3CHO(74) + C3H5OH(133),C=CC[O]+C=CC[O]_C=CC=O+C=CCO
2091,2091,C3H5OH(133) <=> H(14) + C3H5O(129),C=CCO_[H]+C=CC[O]
2092,2092,C3H5OH(133) <=> CH2OH(34) + C2H3(22),C=CCO_[CH2]O+[CH]=C
2093,2093,C2H4(11) + C3H5OH(133) <=> CH2OH(34) + C4H71-4(191),C=C+C=CCO_[CH2]O+[CH2]CC=C
2094,2094,CH2O(9) + C3H5OH(133) <=> CH2OH(34) + C2H3OCH2(131),C=O+C=CCO_[CH2]O+[CH2]OC=C
2095,2095,CH2O(9) + C3H5OH(133) <=> CH2OH(34) + C3H5O(129),C=O+C=CCO_[CH2]O+C=CC[O]
2096,2096,C3H5O(129) + CC(CC[O])OO(777) <=> C3H5OH(133) + NC4KET13(252),C=CC[O]+CC(CC[O])OO_C=CCO+CC(CC=O)OO
2097,2097,[CH2]C[O](703) + C3H5O(129) <=> CH2CHO(21) + C3H5OH(133),[CH2]C[O]+C=CC[O]_[CH2]C=O+C=CCO
2098,2098,CH3CHO(35) + C3H5O(129) <=> CH2CHO(21) + C3H5OH(133),CC=O+C=CC[O]_[CH2]C=O+C=CCO
2099,2099,C3H5O(129) + SC4H9O2H(187) <=> C3H5OH(133) + SC4H9O2(186),C=CC[O]+CCC(C)OO_C=CCO+CCC(C)O[O]
2100,2100,C2H5O2H(48) + C3H5O(129) <=> C2H5O2(47) + C3H5OH(133),CCOO+C=CC[O]_CCO[O]+C=CCO
2101,2101,C3H5O(129) + C3KET21(73) <=> CH3COCH2O2(72) + C3H5OH(133),C=CC[O]+CC(=O)COO_CC(=O)CO[O]+C=CCO
2102,2102,"CH3(18) + CC(CCOO)OO(787) <=> CH4(10) + C4H72-2,4OOH(244)",[CH3]+CC(CCOO)OO_C+C[C](CCOO)OO
2103,2103,"CH3(18) + CC(CCOO)OO(787) <=> CH4(10) + C4H71-1,3OOH(238)",[CH3]+CC(CCOO)OO_C+CC(C[CH]OO)OO
2104,2104,HO2(16) + C3H5OH(133) <=> H2O(8) + C=CCO[O](3513),[O]O+C=CCO_O+C=CCO[O]
2105,2105,OH(15) + C2H3CHO(74) <=> [CH2]C(O)C=O(5659),[OH]+C=CC=O_[CH2]C(O)C=O
2106,2106,O2(2) + [CH2]C(O)C=O(5659) <=> [O]OCC(O)C=O(11705),[O][O]+[CH2]C(O)C=O_[O]OCC(O)C=O
2107,2107,O2(2) + [CH2]C(O)C=O(5659) <=> O=[C]C(O)COO(11851),[O][O]+[CH2]C(O)C=O_O=[C]C(O)COO
2108,2108,O=[C]C(O)COO(11851) <=> [O]OCC(O)C=O(11705),O=[C]C(O)COO_[O]OCC(O)C=O
2109,2109,O2(2) + [CH2]C(O)C=O(5659) <=> CO(6) + O[CH]COO(12103),[O][O]+[CH2]C(O)C=O_[C-]#[O+]+O[CH]COO
2110,2110,[O]OCC(O)C=O(11705) <=> CO(6) + O[CH]COO(12103),[O]OCC(O)C=O_[C-]#[O+]+O[CH]COO
2111,2111,O=[C]C(O)COO(11851) <=> CO(6) + O[CH]COO(12103),O=[C]C(O)COO_[C-]#[O+]+O[CH]COO
2112,2112,C2H4(11) + OC1CO1(5161) <=> OCCC1CO1(5151),C=C+OC1CO1_OCCC1CO1
2113,2113,O[CH]COO(12103) <=> OH(15) + OC1CO1(5161),O[CH]COO_[OH]+OC1CO1
2114,2114,H(14) + C3H5OH(133) <=> H2(13) + C3H5O(129),[H]+C=CCO_[H][H]+C=CC[O]
2115,2115,C2H4(11) + OC1CO1(5161) <=> CH2OH(34) + [CH2]C1CO1(5167),C=C+OC1CO1_[CH2]O+[CH2]C1CO1
2116,2116,CH2CO(24) + SC3H5OH(135) <=> CH2CO(24) + C3H5OH(133),C=C=O+CC=CO_C=C=O+C=CCO
2117,2117,OC1CO1(5161) <=> CH2(23) + HOCHO(40),OC1CO1_[CH2]+O=CO
2118,2118,OC1CO1(5161) <=> OH(15) + CH2CHO(21),OC1CO1_[OH]+[CH2]C=O
2119,2119,[CH2]C[CH2](688) <=> C3H6(12),[CH2]C[CH2]_C=CC
2120,2120,HO2(16) + [CH2]C[CH2](688) <=> O2(2) + NC3H7(92),[O]O+[CH2]C[CH2]_[O][O]+[CH2]CC
2121,2121,NC3H7(92) <=> H(14) + [CH2]C[CH2](688),[CH2]CC_[H]+[CH2]C[CH2]
2122,2122,C2H4(11) + C2H4(11) <=> CH2(23) + [CH2]C[CH2](688),C=C+C=C_[CH2]+[CH2]C[CH2]
2123,2123,C3H6OOH1-3(114) <=> HO2(16) + [CH2]C[CH2](688),[CH2]CCOO_[O]O+[CH2]C[CH2]
2124,2124,PC4H9(182) <=> CH3(18) + [CH2]C[CH2](688),[CH2]CCC_[CH3]+[CH2]C[CH2]
2125,2125,CH2O(9) + C2H4(11) <=> O(5) + [CH2]C[CH2](688),C=O+C=C_[O]+[CH2]C[CH2]
2126,2126,CH2CO(24) + C2H4(11) <=> CO(6) + [CH2]C[CH2](688),C=C=O+C=C_[C-]#[O+]+[CH2]C[CH2]
2127,2127,IC3H7(93) <=> H(14) + [CH2]C[CH2](688),C[CH]C_[H]+[CH2]C[CH2]
2128,2128,C2H5(33) + [CH2]C[CH2](688) <=> C2H4(11) + NC3H7(92),C[CH2]+[CH2]C[CH2]_C=C+[CH2]CC
2129,2129,O2(2) + [CH2]C[CH2](688) <=> HO2(16) + C3H5-A(94),[O][O]+[CH2]C[CH2]_[O]O+[CH2]C=C
2130,2130,HO2(16) + [CH2]C[CH2](688) <=> H2O2(17) + C3H5-A(94),[O]O+[CH2]C[CH2]_OO+[CH2]C=C
2131,2131,CH2(23) + [CH2]C[CH2](688) <=> CH3(18) + C3H5-A(94),[CH2]+[CH2]C[CH2]_[CH3]+[CH2]C=C
2132,2132,HCCO(27) + [CH2]C[CH2](688) <=> CH2CO(24) + C3H5-A(94),C#C[O]+[CH2]C[CH2]_C=C=O+[CH2]C=C
2133,2133,[CH2]C[CH2](688) + SC4H9(183) <=> C3H5-A(94) + butane(1),[CH2]C[CH2]+C[CH]CC_[CH2]C=C+CCCC
2134,2134,[CH2]C[CH2](688) + PC4H9(182) <=> C3H5-A(94) + butane(1),[CH2]C[CH2]+[CH2]CCC_[CH2]C=C+CCCC
2135,2135,OH(15) + [CH2]C[CH2](688) <=> H2O(8) + C3H5-A(94),[OH]+[CH2]C[CH2]_O+[CH2]C=C
2136,2136,HCO(19) + [CH2]C[CH2](688) <=> CH2O(9) + C3H5-A(94),[CH]=O+[CH2]C[CH2]_C=O+[CH2]C=C
2137,2137,CH3(18) + [CH2]C[CH2](688) <=> CH4(10) + C3H5-A(94),[CH3]+[CH2]C[CH2]_C+[CH2]C=C
2138,2138,C2H3(22) + [CH2]C[CH2](688) <=> C2H4(11) + C3H5-A(94),[CH]=C+[CH2]C[CH2]_C=C+[CH2]C=C
2139,2139,[CH2]C[CH2](688) + NC3H7(92) <=> C3H6(12) + NC3H7(92),[CH2]C[CH2]+[CH2]CC_C=CC+[CH2]CC
2140,2140,[CH2]C[CH2](688) + IC3H7(93) <=> C3H6(12) + NC3H7(92),[CH2]C[CH2]+C[CH]C_C=CC+[CH2]CC
2141,2141,C3H5-A(94) + [CH2]C[CH2](688) <=> C3H5-A(94) + C3H6(12),[CH2]C=C+[CH2]C[CH2]_[CH2]C=C+C=CC
2142,2142,H(14) + [CH2]C[CH2](688) <=> H2(13) + C3H5-A(94),[H]+[CH2]C[CH2]_[H][H]+[CH2]C=C
2143,2143,[CH2]C[CH2](688) + C4H71-3(190) <=> C3H5-A(94) + C4H8-2(189),[CH2]C[CH2]+C=C[CH]C_[CH2]C=C+CC=CC
2144,2144,[CH2]C[CH2](688) + C4H71-3(190) <=> C3H5-A(94) + C4H8-1(188),[CH2]C[CH2]+C=C[CH]C_[CH2]C=C+C=CCC
2145,2145,[CH2]C[CH2](688) + C4H71-4(191) <=> C3H5-A(94) + C4H8-1(188),[CH2]C[CH2]+[CH2]CC=C_[CH2]C=C+C=CCC
2146,2146,[CH2]C[CH2](688) + C4H71-1(192) <=> C3H5-A(94) + C4H8-1(188),[CH2]C[CH2]+[CH]=CCC_[CH2]C=C+C=CCC
2147,2147,CH2CHO(21) + [CH2]C[CH2](688) <=> CH3CHO(35) + C3H5-A(94),[CH2]C=O+[CH2]C[CH2]_CC=O+[CH2]C=C
2148,2148,CH3CO(20) + [CH2]C[CH2](688) <=> CH3CHO(35) + C3H5-A(94),C[C]=O+[CH2]C[CH2]_CC=O+[CH2]C=C
2149,2149,C2H5(33) + [CH2]C[CH2](688) <=> C2H6(32) + C3H5-A(94),C[CH2]+[CH2]C[CH2]_CC+[CH2]C=C
2150,2150,C2H(4) + [CH2]C[CH2](688) <=> C2H2(25) + C3H5-A(94),[C]#C+[CH2]C[CH2]_C#C+[CH2]C=C
2151,2151,O(5) + [CH2]C[CH2](688) <=> OH(15) + C3H5-A(94),[O]+[CH2]C[CH2]_[OH]+[CH2]C=C
2152,2152,HCO(19) + [CH2]C[CH2](688) <=> CO(6) + NC3H7(92),[CH]=O+[CH2]C[CH2]_[C-]#[O+]+[CH2]CC
2153,2153,CH2OH(34) + [CH2]C[CH2](688) <=> CH2O(9) + NC3H7(92),[CH2]O+[CH2]C[CH2]_C=O+[CH2]CC
2154,2154,CH3O(31) + [CH2]C[CH2](688) <=> CH2O(9) + NC3H7(92),C[O]+[CH2]C[CH2]_C=O+[CH2]CC
2155,2155,C[C]C(689) <=> [CH2]C[CH2](688),C[C]C_[CH2]C[CH2]
2156,2156,[CH2]C[CH2](688) + SC4H9(183) <=> NC3H7(92) + C4H8-2(189),[CH2]C[CH2]+C[CH]CC_[CH2]CC+CC=CC
2157,2157,[CH2]C[CH2](688) + PC4H9(182) <=> NC3H7(92) + C4H8-1(188),[CH2]C[CH2]+[CH2]CCC_[CH2]CC+C=CCC
2158,2158,[CH2]C[CH2](688) + SC4H9(183) <=> NC3H7(92) + C4H8-1(188),[CH2]C[CH2]+C[CH]CC_[CH2]CC+C=CCC
2159,2159,[CH2]C[CH2](688) + [CH2]C=C[CH2](2534) <=> C3H5-A(94) + C4H71-3(190),[CH2]C[CH2]+[CH2]C=C[CH2]_[CH2]C=C+C=C[CH]C
2160,2160,[CH2]C[CH2](688) + C4H8OOH1-3O2(225) <=> C3H5-A(94) + CC(CCOO)OO(787),[CH2]C[CH2]+CC(CCOO)O[O]_[CH2]C=C+CC(CCOO)OO
2161,2161,[CH2]C[CH2](688) + C4H8OOH2-4O2(229) <=> C3H5-A(94) + CC(CCOO)OO(787),[CH2]C[CH2]+CC(CCO[O])OO_[CH2]C=C+CC(CCOO)OO
2162,2162,"[CH2]C[CH2](688) + C4H72-2,4OOH(244) <=> C3H5-A(94) + CC(CCOO)OO(787)",[CH2]C[CH2]+C[C](CCOO)OO_[CH2]C=C+CC(CCOO)OO
2163,2163,"[CH2]C[CH2](688) + C4H71-1,3OOH(238) <=> C3H5-A(94) + CC(CCOO)OO(787)",[CH2]C[CH2]+CC(C[CH]OO)OO_[CH2]C=C+CC(CCOO)OO
2164,2164,CH3O2(45) + [CH2]C[CH2](688) <=> CH3O2H(46) + C3H5-A(94),CO[O]+[CH2]C[CH2]_COO+[CH2]C=C
2165,2165,CH3COCH2O2(72) + [CH2]C[CH2](688) <=> C3H5-A(94) + C3KET21(73),CC(=O)CO[O]+[CH2]C[CH2]_[CH2]C=C+CC(=O)COO
2166,2166,[CH2]C(=O)COO(911) + [CH2]C[CH2](688) <=> C3H5-A(94) + C3KET21(73),[CH2]C(=O)COO+[CH2]C[CH2]_[CH2]C=C+CC(=O)COO
2167,2167,OCHO(38) + [CH2]C[CH2](688) <=> HOCHO(40) + C3H5-A(94),[O]C=O+[CH2]C[CH2]_O=CO+[CH2]C=C
2168,2168,HO2(16) + C3H5-A(94) <=> O2(2) + [CH2]C[CH2](688),[O]O+[CH2]C=C_[O][O]+[CH2]C[CH2]
2169,2169,CH3O(31) + [CH2]C[CH2](688) <=> CH3OH(30) + C3H5-A(94),C[O]+[CH2]C[CH2]_CO+[CH2]C=C
2170,2170,CH2OH(34) + [CH2]C[CH2](688) <=> CH3OH(30) + C3H5-A(94),[CH2]O+[CH2]C[CH2]_CO+[CH2]C=C
2171,2171,C2H5O2(47) + [CH2]C[CH2](688) <=> C2H5O2H(48) + C3H5-A(94),CCO[O]+[CH2]C[CH2]_CCOO+[CH2]C=C
2172,2172,[CH2]C[CH2](688) + SC4H9O2(186) <=> C3H5-A(94) + SC4H9O2H(187),[CH2]C[CH2]+CCC(C)O[O]_[CH2]C=C+CCC(C)OO
2173,2173,[CH2]C[CH2](688) + C4H8OOH2-4(223) <=> C3H5-A(94) + SC4H9O2H(187),[CH2]C[CH2]+[CH2]CC(C)OO_[CH2]C=C+CCC(C)OO
2174,2174,C2H5O(49) + [CH2]C[CH2](688) <=> CH3CHO(35) + NC3H7(92),CC[O]+[CH2]C[CH2]_CC=O+[CH2]CC
2175,2175,C3H5O(129) + [CH2]C[CH2](688) <=> C2H3CHO(74) + NC3H7(92),C=CC[O]+[CH2]C[CH2]_C=CC=O+[CH2]CC
2176,2176,CH2CO(24) + C3H5-A(94) <=> HCCO(27) + [CH2]C[CH2](688),C=C=O+[CH2]C=C_C#C[O]+[CH2]C[CH2]
2177,2177,[CH2]C[CH2](688) + C4H71-4(191) <=> NC3H7(92) + C4H6(194),[CH2]C[CH2]+[CH2]CC=C_[CH2]CC+C=CC=C
2178,2178,[CH2]C[CH2](688) + C4H71-3(190) <=> NC3H7(92) + C4H6(194),[CH2]C[CH2]+C=C[CH]C_[CH2]CC+C=CC=C
2179,2179,C3H5O(129) + [CH2]C[CH2](688) <=> C3H5-A(94) + C3H5OH(133),C=CC[O]+[CH2]C[CH2]_[CH2]C=C+C=CCO
2180,2180,OCHO(38) + [CH2]C[CH2](688) <=> CO2(7) + NC3H7(92),[O]C=O+[CH2]C[CH2]_O=C=O+[CH2]CC
2181,2181,C3H6(12) <=> CH2(23) + C2H4(11),C=CC_[CH2]+C=C
